id,user_id,question_id,favorite,flagged,shown,correct,wrong,skipped,mistake_count,updated_at,flagged_for_deletion,last_seen,deleted
234,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965316878-11,false,false,5,2,0,3,1,2026-05-17 09:50:38.997995+00,false,2026-07-07 14:46:08.606+00,false
235,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965316878-2,false,false,3,3,0,0,0,2026-05-17 09:50:39.00557+00,false,2026-05-17 09:55:32.548+00,false
242,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477226-15,false,false,2,2,0,0,0,2026-05-17 09:51:57.586894+00,false,2026-05-17 09:55:32.588+00,false
300,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778853432196-1,false,false,1,0,1,0,1,2026-05-17 09:56:59.073109+00,false,2026-05-17 09:56:58.092+00,false
301,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778963791144-3,false,false,2,1,1,0,0,2026-05-17 09:56:59.073071+00,false,2026-07-09 09:39:44.053+00,false
302,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-20,false,false,2,1,1,0,0,2026-05-17 09:56:59.073386+00,false,2026-07-02 16:23:09.539+00,false
305,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778789460876-55,false,false,1,1,0,0,0,2026-05-17 12:09:20.859586+00,false,2026-05-17 12:09:20.416+00,false
306,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-5,false,false,1,0,1,0,1,2026-05-17 12:17:05.167422+00,false,2026-05-17 12:17:04.342+00,false
307,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-18,false,false,2,2,0,0,0,2026-05-17 12:17:05.16426+00,false,2026-05-17 12:22:45.461+00,false
308,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778851069143-27,false,false,3,2,1,0,0,2026-05-17 12:17:05.164133+00,false,2026-05-19 19:52:51.7+00,false
309,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850186109-5,false,false,2,2,0,0,0,2026-05-17 12:17:05.164171+00,false,2026-05-18 13:29:05.638+00,false
310,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-20,false,false,1,0,1,0,1,2026-05-17 12:17:05.164348+00,false,2026-05-17 12:17:04.334+00,false
311,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-21,false,false,3,2,1,0,0,2026-05-17 12:17:05.164541+00,false,2026-07-05 15:07:36.495+00,false
312,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-9,false,false,2,1,1,0,0,2026-05-17 12:17:05.165648+00,false,2026-07-05 15:07:36.253+00,false
314,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778963791145-15,false,false,1,1,0,0,0,2026-05-17 12:17:05.167491+00,false,2026-05-17 12:17:04.355+00,false
315,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778789460876-40,false,false,2,2,0,0,0,2026-05-17 12:17:05.164485+00,false,2026-05-19 19:52:51.575+00,false
316,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-38,false,false,3,3,0,0,0,2026-05-17 12:17:05.250187+00,false,2026-07-09 09:39:44.101+00,false
317,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778851069144-33,false,false,1,1,0,0,0,2026-05-17 12:17:05.249878+00,false,2026-05-17 12:17:04.3+00,false
318,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-20,false,false,1,0,1,0,1,2026-05-17 12:17:05.249949+00,false,2026-05-17 12:17:04.283+00,false
319,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-4,false,false,1,1,0,0,0,2026-05-17 12:17:05.250254+00,false,2026-05-17 12:17:04.337+00,false
320,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-14,false,false,4,2,2,0,0,2026-05-17 12:17:05.249824+00,false,2026-07-12 14:19:16.421+00,false
321,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965316878-16,false,false,1,0,1,0,1,2026-05-17 12:17:05.255583+00,false,2026-05-17 12:17:04.276+00,false
322,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-25,false,false,1,1,0,0,0,2026-05-17 12:17:05.250449+00,false,2026-05-17 12:17:04.265+00,false
323,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778963783489-2,false,false,1,0,1,0,1,2026-05-17 12:17:05.255733+00,false,2026-05-17 12:17:04.293+00,false
324,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778790958764-4,false,false,1,1,0,0,0,2026-05-17 12:17:05.257232+00,false,2026-05-17 12:17:04.339+00,false
325,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-36,false,false,1,0,1,0,1,2026-05-17 12:17:05.249119+00,false,2026-05-17 12:17:04.231+00,false
326,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-13,false,false,3,1,2,0,1,2026-05-17 12:17:05.255797+00,false,2026-05-18 21:50:51.122+00,false
327,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778790466083-24,false,false,2,2,0,0,0,2026-05-17 12:17:05.263064+00,false,2026-05-17 12:23:33.811+00,false
328,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778792120837-40,false,false,1,0,1,0,1,2026-05-17 12:17:05.26287+00,false,2026-05-17 12:17:04.279+00,true
329,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965316878-15,false,false,2,2,0,0,0,2026-05-17 12:17:05.267711+00,false,2026-05-18 13:29:05.597+00,false
330,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965490226-8,false,false,1,0,1,0,1,2026-05-17 12:17:05.276904+00,false,2026-05-17 12:17:04.273+00,false
331,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778846227385-3,false,false,2,1,1,0,0,2026-05-17 12:17:05.263602+00,false,2026-05-19 19:52:51.525+00,false
332,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778790466083-27,false,false,1,0,1,0,1,2026-05-17 12:17:05.276544+00,false,2026-05-17 12:17:04.287+00,false
333,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850930619-3,false,false,1,1,0,0,0,2026-05-17 12:17:05.277438+00,false,2026-05-17 12:17:04.366+00,false
335,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-51,false,false,1,0,1,0,1,2026-05-17 12:17:05.282856+00,false,2026-05-17 12:17:04.312+00,false
336,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-14,false,false,1,1,0,0,0,2026-05-17 12:17:05.282741+00,false,2026-05-17 12:17:04.361+00,false
338,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847716464-10,false,false,2,1,1,0,0,2026-05-17 12:17:05.287185+00,false,2026-07-12 14:19:16.303+00,false
339,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-3,false,false,1,1,0,0,0,2026-05-17 12:17:05.293522+00,false,2026-05-17 12:17:04.352+00,false
340,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-21,false,false,1,1,0,0,0,2026-05-17 12:17:05.293393+00,false,2026-05-17 12:17:04.247+00,true
342,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-10,false,false,1,0,1,0,1,2026-05-17 12:17:05.294061+00,false,2026-05-17 12:17:04.253+00,false
343,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-34,false,false,2,0,1,1,2,2026-05-17 12:17:05.287505+00,false,2026-05-18 08:45:38.56+00,true
344,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-12,false,false,2,0,2,0,2,2026-05-17 12:17:05.327338+00,false,2026-05-18 19:23:22.634+00,false
345,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848833246-4,false,false,1,1,0,0,0,2026-05-17 12:17:05.262648+00,false,2026-05-17 12:17:04.358+00,false
346,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-15,false,false,1,0,1,0,1,2026-05-17 12:22:27.213149+00,false,2026-05-17 12:22:45.452+00,false
348,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848643496-23,false,false,2,1,1,0,0,2026-05-17 12:22:45.862687+00,false,2026-05-18 21:50:51.114+00,true
349,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294889-15,false,false,1,1,0,0,0,2026-05-17 12:22:45.858489+00,false,2026-05-17 12:22:45.421+00,false
350,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477225-9,false,false,1,0,1,0,1,2026-05-17 12:22:45.941673+00,false,2026-05-17 12:22:45.489+00,false
351,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778790466084-31,false,false,1,0,1,0,1,2026-05-17 12:22:45.941769+00,false,2026-05-17 12:22:45.418+00,false
352,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850920941-27,false,false,1,0,1,0,1,2026-05-17 12:22:45.94037+00,false,2026-05-17 12:22:45.479+00,false
353,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778963783489-5,false,false,1,0,1,0,1,2026-05-17 12:22:45.940602+00,false,2026-05-17 12:22:45.395+00,false
355,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-38,false,false,1,1,0,0,0,2026-05-17 12:22:45.968487+00,false,2026-05-17 12:22:45.477+00,false
356,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835792877-4,false,false,1,1,0,0,0,2026-05-17 12:22:45.944222+00,false,2026-05-17 12:22:45.415+00,false
357,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849285008-5,false,false,3,2,1,0,0,2026-05-17 12:22:45.948741+00,false,2026-07-09 09:39:44.047+00,false
358,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-7,false,false,1,1,0,0,0,2026-05-17 12:22:45.940714+00,false,2026-05-17 12:22:45.386+00,false
359,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965490227-19,false,false,1,0,1,0,1,2026-05-17 12:22:45.977464+00,false,2026-05-17 12:22:45.454+00,false
360,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982354-2,false,false,1,0,1,0,1,2026-05-17 12:22:45.948868+00,false,2026-05-17 12:22:45.456+00,false
361,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965490227-15,false,false,1,0,1,0,1,2026-05-17 12:22:45.973552+00,false,2026-05-17 12:22:45.426+00,false
362,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847477226-14,false,false,1,1,0,0,0,2026-05-17 12:22:45.980687+00,false,2026-05-17 12:22:45.423+00,false
363,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835792877-6,false,false,1,0,1,0,1,2026-05-17 12:22:46.004647+00,false,2026-05-17 12:22:45.486+00,false
364,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-3,false,false,1,1,0,0,0,2026-05-17 12:22:46.006095+00,false,2026-05-17 12:22:45.484+00,false
366,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788401-13,false,false,1,1,0,0,0,2026-05-17 12:22:46.006203+00,false,2026-05-17 12:22:45.45+00,false
367,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-22,false,false,1,0,1,0,1,2026-05-17 12:22:46.013984+00,false,2026-05-17 12:22:45.475+00,false
368,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778790466083-8,false,false,1,1,0,0,0,2026-05-17 12:22:46.006568+00,false,2026-05-17 12:22:45.391+00,false
369,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778851069143-2,false,false,1,0,1,0,1,2026-05-17 12:22:46.019656+00,false,2026-05-17 12:22:45.404+00,false
370,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788401-15,false,false,1,0,1,0,1,2026-05-17 12:22:46.021312+00,false,2026-05-17 12:22:45.441+00,true
371,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-17,false,false,1,0,1,0,1,2026-05-17 12:22:46.020777+00,false,2026-05-17 12:22:45.432+00,false
372,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850920941-17,false,false,1,0,1,0,1,2026-05-17 12:22:46.023295+00,false,2026-05-17 12:22:45.407+00,false
373,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848648194-2,false,false,1,0,1,0,1,2026-05-17 12:22:46.029045+00,false,2026-05-17 12:22:45.4+00,false
376,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965483165-3,false,false,2,2,0,0,0,2026-05-17 12:22:46.029543+00,false,2026-05-18 08:45:38.627+00,false
377,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778851069143-6,false,false,1,0,1,0,1,2026-05-17 12:22:46.031716+00,false,2026-05-17 12:22:45.412+00,false
378,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982356-48,false,false,1,1,0,0,0,2026-05-17 12:22:46.034067+00,false,2026-05-17 12:22:45.429+00,false
379,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778789460875-26,false,false,3,3,0,0,0,2026-05-17 12:22:46.037005+00,false,2026-07-12 14:19:16.466+00,false
381,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305253-30,false,false,1,0,1,0,1,2026-05-17 12:22:46.042461+00,false,2026-05-17 12:22:45.468+00,false
382,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778851069144-30,false,false,1,1,0,0,0,2026-05-17 12:22:46.041932+00,false,2026-05-17 12:22:45.47+00,false
384,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-12,false,false,1,0,1,0,1,2026-05-17 12:22:46.049289+00,false,2026-05-17 12:22:45.443+00,false
385,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849659981-9,false,false,1,0,1,0,1,2026-05-17 12:22:46.041773+00,false,2026-05-17 12:22:45.446+00,false
386,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-41,false,false,1,0,1,0,1,2026-05-17 12:22:46.036044+00,false,2026-05-17 12:22:45.472+00,false
387,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849285008-1,false,false,1,1,0,0,0,2026-05-17 12:22:46.052025+00,false,2026-05-17 12:22:45.436+00,false
388,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837357747-5,false,false,1,1,0,0,0,2026-05-17 12:23:34.051449+00,false,2026-05-17 12:23:33.744+00,false
389,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-1,false,false,1,1,0,0,0,2026-05-17 12:23:34.054885+00,false,2026-05-17 12:23:33.797+00,false
390,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778853581309-3,false,false,1,0,1,0,1,2026-05-17 12:23:34.058457+00,false,2026-05-17 12:23:33.76+00,false
391,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-9,false,false,2,1,1,0,0,2026-05-17 12:23:34.132569+00,false,2026-05-19 19:52:51.687+00,false
392,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294889-23,false,false,2,1,1,0,0,2026-05-17 12:23:34.121991+00,false,2026-07-07 14:46:08.587+00,false
393,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847727985-2,false,false,1,1,0,0,0,2026-05-17 12:23:34.054433+00,false,2026-05-17 12:23:33.813+00,false
394,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-33,false,false,1,1,0,0,0,2026-05-17 12:23:34.088731+00,false,2026-05-17 12:23:33.753+00,false
396,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982354-4,false,false,1,0,1,0,1,2026-05-17 12:23:34.147582+00,false,2026-05-17 12:23:33.818+00,false
398,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778852921766-33,false,false,3,1,2,0,1,2026-05-17 12:23:34.154887+00,false,2026-05-18 19:23:22.671+00,false
399,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-50,false,false,1,0,1,0,1,2026-05-17 12:23:34.158857+00,false,2026-05-17 12:23:33.803+00,false
400,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-13,false,false,1,0,1,0,1,2026-05-17 12:23:34.163085+00,false,2026-05-17 12:23:33.832+00,false
401,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778965316878-8,false,false,2,1,1,0,0,2026-05-17 12:23:34.156708+00,false,2026-05-18 08:45:38.61+00,false
402,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-39,false,false,1,0,1,0,1,2026-05-17 12:23:34.165513+00,false,2026-05-17 12:23:33.767+00,false
404,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847571356-49,false,false,1,1,0,0,0,2026-05-17 12:23:34.799352+00,false,2026-05-17 12:23:33.792+00,false
406,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279715-13,false,false,1,0,1,0,1,2026-05-17 12:23:34.799401+00,false,2026-05-17 12:23:33.83+00,false
407,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-8,false,false,1,0,1,0,1,2026-05-17 12:23:34.815074+00,false,2026-05-17 12:23:33.842+00,false
408,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778963791144-1,false,false,1,0,1,0,1,2026-05-17 12:23:34.849506+00,false,2026-05-17 12:23:33.784+00,false
409,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-12,false,false,1,1,0,0,0,2026-05-17 12:23:34.850901+00,false,2026-05-17 12:23:33.737+00,false
411,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-24,false,false,2,2,0,0,0,2026-05-17 12:23:34.817843+00,false,2026-05-18 13:29:05.566+00,false
412,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-6,false,false,1,1,0,0,0,2026-05-17 12:23:34.818244+00,false,2026-05-17 12:23:33.749+00,false
414,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-23,false,false,2,1,1,0,0,2026-05-17 12:23:34.8179+00,false,2026-05-17 14:53:41.778+00,false
415,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305253-33,false,false,2,1,1,0,0,2026-05-17 12:23:34.862953+00,false,2026-07-09 09:39:44.086+00,false
416,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836922836-2,false,false,2,1,1,0,0,2026-05-17 12:23:34.863169+00,false,2026-07-04 20:21:35.005+00,false
417,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778789460876-59,false,false,3,1,2,0,1,2026-05-17 12:23:34.851503+00,false,2026-06-30 16:29:37.298+00,false
418,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778789460876-41,false,false,1,0,1,0,1,2026-05-17 12:23:34.875569+00,false,2026-05-17 12:23:33.827+00,false
419,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778851069143-10,false,false,2,2,0,0,0,2026-05-17 12:23:34.879743+00,false,2026-05-18 13:29:05.587+00,false
420,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778852921766-28,false,false,2,1,1,0,1,2026-05-17 12:23:34.876659+00,false,2026-05-18 19:23:22.606+00,false
421,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778846227386-14,false,false,1,0,1,0,1,2026-05-17 12:23:34.882091+00,false,2026-05-17 12:23:33.84+00,false
422,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-32,false,false,2,1,1,0,0,2026-05-17 12:23:34.883449+00,false,2026-07-09 09:39:44.091+00,false
423,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778853562753-3,false,false,1,0,1,0,1,2026-05-17 12:23:34.88379+00,false,2026-05-17 12:23:33.799+00,false
424,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850668339-2,false,false,1,1,0,0,0,2026-05-17 12:23:34.883832+00,false,2026-05-17 12:23:33.77+00,false
425,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778791002997-25,false,false,1,1,0,0,0,2026-05-17 12:23:34.882865+00,false,2026-05-17 12:23:33.808+00,false
427,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850180814-8,false,false,1,0,1,0,1,2026-05-17 12:23:34.885872+00,false,2026-05-17 12:23:33.835+00,false
429,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-11,false,false,0,0,0,0,0,2026-05-17 12:49:58.119174+00,false,,true
430,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-1,false,false,0,0,0,0,0,2026-05-17 12:49:58.119876+00,false,,true
431,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-8,false,false,0,0,0,0,0,2026-05-17 12:49:58.133988+00,false,,true
432,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-10,false,false,0,0,0,0,0,2026-05-17 12:49:58.132101+00,false,,true
433,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-12,false,false,0,0,0,0,0,2026-05-17 12:49:58.141548+00,false,,true
434,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-7,false,false,0,0,0,0,0,2026-05-17 12:49:58.153204+00,false,,true
435,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-5,false,false,0,0,0,0,0,2026-05-17 12:49:58.156288+00,false,,true
436,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-9,false,false,0,0,0,0,0,2026-05-17 12:49:58.165004+00,false,,true
437,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-2,false,false,0,0,0,0,0,2026-05-17 12:49:58.168876+00,false,,true
438,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-3,false,false,0,0,0,0,0,2026-05-17 12:49:58.16656+00,false,,true
439,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-4,false,false,0,0,0,0,0,2026-05-17 12:49:58.168731+00,false,,true
440,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779022110347-6,false,false,0,0,0,0,0,2026-05-17 12:49:58.173977+00,false,,true
441,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778849279715-28,false,false,1,1,0,0,0,2026-05-17 14:40:24.669167+00,false,2026-05-17 14:53:41.825+00,true
442,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-2,false,false,1,1,0,0,0,2026-05-17 14:45:24.21371+00,false,2026-05-17 14:53:41.856+00,true
443,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848747332-9,false,false,1,1,0,0,0,2026-05-17 14:46:08.044179+00,false,2026-05-17 14:53:41.86+00,false
445,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-16,false,false,1,1,0,0,0,2026-05-17 14:47:55.432436+00,false,2026-05-17 14:53:41.869+00,true
446,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949964-2,false,false,1,1,0,0,0,2026-05-17 14:50:34.991546+00,false,2026-05-17 14:53:41.884+00,true
447,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848839592-15,false,false,1,1,0,0,0,2026-05-17 14:53:42.499546+00,false,2026-05-17 14:53:41.847+00,false
449,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850503281-31,false,false,1,1,0,0,0,2026-05-17 14:53:42.525844+00,false,2026-05-17 14:53:41.797+00,false
451,4e48f266-e823-45bf-8bfa-c86fecc36f44,1779023235908-30,false,false,1,1,0,0,0,2026-05-17 14:53:42.499903+00,false,2026-05-17 14:53:41.872+00,false
452,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778848949965-18,false,false,2,2,0,0,0,2026-05-17 14:53:42.499387+00,false,2026-05-18 19:23:22.686+00,false
453,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850930619-6,false,false,1,1,0,0,0,2026-05-17 14:53:42.544371+00,false,2026-05-17 14:53:41.909+00,false
455,4e48f266-e823-45bf-8bfa-c86fecc36f44,1778850305252-11,false,false,1,1,0,0,0,2026-05-17 14:53:42.566239+00,false,2026-05-17 14:53:41.866+00,false
