user_id,question_id,study_seen,study_result,updated_at
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778791002998-42,true,correct,2026-07-14 15:45:05.345+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778792120837-27,true,wrong,2026-07-08 12:50:17.731+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778792120837-31,true,wrong,2026-07-08 16:12:49.429+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778792120837-32,true,wrong,2026-07-08 08:42:37.103+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788401-14,true,correct,2026-06-27 16:10:06.018+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-19,true,correct,2026-06-29 08:48:21.62+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-20,true,correct,2026-06-29 09:15:35.792+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-22,true,wrong,2026-07-07 08:56:58.495+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-26,true,correct,2026-07-08 12:50:29.138+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-27,true,correct,2026-07-08 16:13:28.373+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-28,true,correct,2026-07-09 12:30:34.919+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-29,true,correct,2026-07-10 07:32:10.962+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-30,true,correct,2026-07-10 07:57:18.887+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-31,true,correct,2026-07-09 07:23:30.593+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-32,true,correct,2026-07-08 12:56:21.406+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-33,true,wrong,2026-07-08 13:45:50.743+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778835788402-40,true,correct,2026-07-08 08:45:24.9+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-13,true,wrong,2026-07-12 06:40:16.039+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-14,true,correct,2026-06-27 16:03:27.689+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-20,true,correct,2026-06-29 08:57:05.309+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-21,true,correct,2026-06-29 09:33:42.429+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-26,true,correct,2026-07-09 12:25:18.165+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-27,true,correct,2026-07-08 08:52:34.375+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-28,true,correct,2026-07-08 16:13:45.367+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-29,true,correct,2026-07-09 12:39:09.839+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-30,true,correct,2026-07-09 13:41:29.434+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-31,true,correct,2026-07-08 12:47:22.371+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-32,true,correct,2026-07-09 07:27:51.38+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-33,true,correct,2026-07-08 16:11:13.967+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836081857-39,true,wrong,2026-07-07 08:51:21.511+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917210-12,true,correct,2026-05-21 19:31:38.945+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917210-13,true,correct,2026-07-02 08:53:53.391+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917210-14,true,correct,2026-06-28 17:03:31.769+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917210-15,true,correct,2026-07-02 08:55:07.078+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-20,true,correct,2026-06-29 09:09:57.353+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-22,true,correct,2026-07-07 08:52:52.284+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-26,true,correct,2026-07-10 07:06:30.739+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-27,true,correct,2026-07-08 16:31:29.49+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-28,true,correct,2026-07-09 13:41:19.853+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-29,true,correct,2026-07-09 06:42:06.752+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-30,true,correct,2026-07-08 16:23:13.333+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-31,true,correct,2026-07-09 07:28:05.04+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-32,true,correct,2026-07-08 08:42:31.961+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836917211-33,true,correct,2026-07-09 16:18:11.276+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982354-1,true,correct,2026-05-21 19:33:56.558+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982354-3,true,correct,2026-06-27 16:10:41.366+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982354-4,true,correct,2026-07-13 06:28:23.802+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982354-5,true,correct,2026-05-20 21:05:12.523+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-14,true,correct,2026-06-29 08:56:00.438+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-17,true,correct,2026-07-12 06:37:17.791+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-18,true,wrong,2026-07-12 09:48:42.772+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-19,true,correct,2026-06-29 08:53:14.283+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-21,true,correct,2026-07-07 08:46:54.38+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-23,true,correct,2026-07-07 08:53:46.906+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-26,true,correct,2026-07-09 12:55:23.563+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-27,true,correct,2026-07-09 12:55:15.816+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-28,true,correct,2026-07-09 12:30:51.111+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-29,true,correct,2026-07-09 16:24:35.267+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-30,true,correct,2026-07-08 16:20:14.741+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-31,true,correct,2026-07-09 16:20:46.109+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-32,true,correct,2026-07-08 08:33:34.79+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-33,true,correct,2026-07-08 16:15:25.079+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-34,true,correct,2026-07-13 06:26:59.716+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-37,true,correct,2026-06-29 09:31:42.335+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778836982355-40,true,correct,2026-07-10 07:47:35.289+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350935-1,true,correct,2026-07-13 06:27:27.31+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350935-3,true,correct,2026-07-13 06:29:19.751+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350935-5,true,correct,2026-06-28 17:14:50.051+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-18,true,correct,2026-06-29 08:44:42.17+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-19,true,wrong,2026-07-12 06:36:43.55+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-21,true,correct,2026-07-07 08:47:14.466+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-22,true,correct,2026-07-12 06:31:59.646+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-23,true,correct,2026-07-07 08:48:11.983+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-24,true,correct,2026-07-07 08:45:53.15+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-26,true,wrong,2026-07-10 07:13:08.031+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-27,true,correct,2026-07-10 09:19:38.221+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-28,true,correct,2026-07-09 16:20:29.075+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-29,true,correct,2026-07-09 13:46:45.368+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-30,true,correct,2026-07-09 13:41:38.756+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-31,true,correct,2026-07-10 07:25:31.421+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-32,true,correct,2026-07-08 13:03:43.918+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-33,true,correct,2026-07-10 07:45:11.152+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-34,true,correct,2026-07-13 06:27:03.497+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-37,true,correct,2026-06-29 08:52:55.398+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778837350936-38,true,correct,2026-07-12 06:36:23.082+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-14,true,correct,2026-07-01 08:43:42.291+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-15,true,correct,2026-05-21 19:34:49.03+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-17,true,correct,2026-06-29 09:12:00.485+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-19,true,correct,2026-06-29 09:03:35.021+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-26,true,correct,2026-07-08 13:45:58.464+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-27,true,correct,2026-07-08 13:01:52.872+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-28,true,correct,2026-07-10 08:04:23.323+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-29,true,correct,2026-07-08 16:18:48.666+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-30,true,correct,2026-07-10 06:51:05.552+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-31,true,correct,2026-07-10 07:45:18.54+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-32,true,correct,2026-07-10 07:32:25.542+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-33,true,correct,2026-07-10 07:12:40.605+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-5,true,correct,2026-07-13 06:21:21.878+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778838531792-9,true,correct,2026-07-07 08:54:02.115+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-1,true,wrong,2026-07-13 14:25:06.451+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-17,true,correct,2026-06-29 08:46:51.176+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-19,true,correct,2026-06-29 08:55:49.055+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-20,true,correct,2026-06-29 09:31:28.183+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-21,true,correct,2026-07-07 08:47:58.446+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-23,true,wrong,2026-07-07 08:56:28.478+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-26,true,correct,2026-07-08 08:34:19.349+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-27,true,correct,2026-07-09 06:47:29.1+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-28,true,correct,2026-07-10 07:06:04.076+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-29,true,correct,2026-07-08 12:48:35.796+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-30,true,correct,2026-07-10 07:25:36.806+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-31,true,correct,2026-07-09 07:36:00.499+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-32,true,correct,2026-07-08 16:31:35.879+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-33,true,correct,2026-07-10 07:56:31.767+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-39,true,wrong,2026-05-21 19:33:39.652+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295002-5,true,correct,2026-06-27 16:08:24.587+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-40,true,correct,2026-07-13 06:24:49.284+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-41,true,correct,2026-07-13 06:29:31.509+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-42,true,correct,2026-07-13 06:30:07.076+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-43,true,correct,2026-07-13 06:27:38.057+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-44,true,correct,2026-07-13 06:25:03.46+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-45,true,correct,2026-06-29 08:55:30.102+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-46,true,correct,2026-06-29 08:56:47.792+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-47,true,correct,2026-06-29 08:59:35.339+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-48,true,correct,2026-06-29 08:47:45.24+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-49,true,correct,2026-06-29 09:31:15.134+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-52,true,wrong,2026-07-07 08:55:44.566+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-54,true,correct,2026-05-20 20:56:49.478+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-57,true,wrong,2026-07-07 08:56:32.319+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-61,true,correct,2026-06-29 08:43:36.109+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-62,true,correct,2026-06-29 09:30:10.586+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-70,true,correct,2026-07-09 06:42:22.389+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-71,true,correct,2026-07-09 12:39:01.508+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-72,true,wrong,2026-07-08 16:26:57.388+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-73,true,correct,2026-07-10 07:50:20.464+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-74,true,correct,2026-07-09 12:44:04.662+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-75,true,wrong,2026-07-08 08:45:11.977+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-76,true,wrong,2026-07-09 12:56:46.207+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778839295003-77,true,correct,2026-07-09 07:26:37.827+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-1,true,correct,2026-06-27 16:05:19.173+00
4e48f266-e823-45bf-8bfa-c86fecc36f44,1778847294888-2,true,correct,2026-06-27 16:03:41.603+00
